TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
2,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,344.2,382.1,423.4,422.6,1,1.0,80.0,120.0,80.0,100.0,40.0,420.0,E,E,B,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
6,M,1,3,1,1,3,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,F,F,F,5,F,A,B,E,B,B,B,A,B,B,B,A,A,D,A,A,E,A,B,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,0.0,365.4,,0,1.0,80.0,120.0,100.0,100.0,60.0,460.0,C,C,B,B,6,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
2,F,1,2,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,440.3,412.8,451.2,367.3,1,1.0,80.0,60.0,60.0,60.0,40.0,300.0,C,F,B,B,7,E,A,B,D,A,B,B,B,B,B,B,A,A,B,A,B,E,A,A,B
1,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,G,G,E,D,4,K,B,D,C,B,A,B,B,B,B,B,A,B,C,A,A,E,A,C,B
3,F,1,1,1,1,2,1,,0,,,,,,,,1200302,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,549.5,518.6,545.9,497.0,1,1.0,120.0,120.0,120.0,100.0,80.0,540.0,B,B,A,A,3,B,A,B,C,A,B,B,A,B,B,A,A,A,B,A,A,C,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,394.6,493.6,468.0,384.4,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0,H,E,A,B,5,C,A,C,C,B,B,B,B,B,B,A,A,A,B,B,A,D,A,A,B
1,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,C,B,B,5,B,B,B,D,A,C,B,A,B,A,A,A,A,B,A,A,D,A,A,B
2,M,1,3,1,3,0,1,,1,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,411.8,482.8,416.2,405.9,1,1.0,80.0,120.0,120.0,120.0,120.0,560.0,E,E,D,B,4,D,A,B,D,A,B,B,A,B,A,B,A,A,B,A,A,E,A,A,B
8,F,1,3,1,1,7,1,,0,,,,,,,,1200302,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,532.6,560.5,572.0,474.0,1,1.0,120.0,120.0,120.0,140.0,120.0,620.0,B,G,A,D,4,I,A,C,E,A,C,B,C,B,A,A,A,A,E,A,B,E,A,B,B
11,F,1,1,1,1,8,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,H,C,F,5,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,D,A,A,B
5,F,1,3,1,1,3,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,600.5,571.5,570.2,665.3,1,1.0,120.0,120.0,100.0,120.0,100.0,560.0,E,G,F,D,3,B,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,A
7,M,1,5,1,1,2,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,564.5,581.4,547.6,362.9,1,1.0,120.0,160.0,120.0,160.0,200.0,760.0,H,F,A,A,6,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,B
4,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,435.1,358.2,470.3,334.6,1,1.0,100.0,140.0,80.0,120.0,100.0,540.0,D,E,A,A,7,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
2,F,1,2,1,2,0,2,1.0,0,,,,,,,,1200302,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,D,F,B,6,B,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,C,A,A,A
2,F,1,3,1,2,0,2,1.0,0,1200708.0,Xapuri,12.0,AC,1.0,1.0,1.0,1200708,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,375.6,404.8,426.9,353.8,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0,E,E,E,E,5,G,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,C,A,A,B
13,M,2,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,594.8,562.8,546.6,591.9,0,1.0,80.0,100.0,80.0,80.0,40.0,380.0,H,E,F,D,3,G,A,B,C,A,A,B,B,A,B,B,A,A,B,A,A,D,A,A,B
11,F,2,3,1,1,10,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,555.6,570.7,588.2,514.5,0,1.0,120.0,200.0,120.0,140.0,100.0,680.0,E,G,D,D,5,D,A,B,C,B,B,B,B,B,A,B,A,A,C,A,A,E,B,C,B
12,F,1,2,1,1,14,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,497.2,558.0,553.3,470.4,1,1.0,100.0,120.0,100.0,120.0,40.0,480.0,B,F,C,B,2,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
4,M,0,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,494.4,479.3,458.2,528.9,1,1.0,140.0,120.0,120.0,140.0,80.0,600.0,D,E,C,B,2,C,A,B,D,A,B,B,B,A,B,B,A,A,D,A,A,D,A,A,B
5,M,1,3,1,1,3,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,621.6,579.4,599.1,726.0,0,1.0,160.0,200.0,160.0,180.0,200.0,900.0,G,G,D,D,4,H,A,B,C,B,A,B,B,B,A,B,A,B,B,B,A,E,A,A,B
3,F,1,1,1,2,0,3,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,448.7,492.9,516.4,430.2,0,1.0,120.0,160.0,120.0,140.0,100.0,640.0,G,G,D,D,4,I,A,C,D,B,A,B,A,B,A,B,A,B,C,A,B,E,A,B,B
3,F,1,2,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,526.8,492.6,514.5,440.2,1,1.0,100.0,40.0,40.0,100.0,40.0,320.0,E,F,B,B,5,H,A,C,D,A,B,B,C,B,A,B,A,A,C,A,B,E,B,C,B
11,M,1,3,2,1,7,1,,0,,,,,,,,1200013,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,436.9,498.4,484.6,416.0,1,1.0,100.0,140.0,100.0,100.0,80.0,520.0,B,B,C,B,1,B,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B
9,F,1,3,1,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,504.9,572.2,502.1,478.5,1,1.0,160.0,140.0,140.0,160.0,120.0,720.0,A,D,A,B,2,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,A
11,M,2,1,1,1,10,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,556.3,587.6,580.5,634.8,0,1.0,120.0,140.0,140.0,120.0,140.0,660.0,E,E,C,B,5,C,A,B,C,B,B,B,A,B,A,A,A,A,C,A,A,E,B,C,B
5,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,B,B,5,B,A,B,D,A,B,B,A,B,B,A,A,A,B,A,A,D,A,A,B
11,F,1,1,1,2,0,2,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,420.9,510.7,,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,H,E,F,A,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,F,1,1,1,2,0,2,1.0,0,1200708.0,Xapuri,12.0,AC,1.0,1.0,1.0,1200708,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,521.3,507.8,576.7,492.1,1,1.0,140.0,200.0,180.0,160.0,160.0,840.0,E,G,A,D,2,C,A,C,C,B,A,B,B,B,B,A,A,A,B,A,B,C,A,A,B
8,F,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,546.7,622.3,585.6,458.5,1,1.0,140.0,180.0,140.0,200.0,200.0,860.0,B,C,A,C,2,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
2,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,334.3,430.1,451.5,368.6,1,1.0,100.0,100.0,80.0,100.0,100.0,480.0,H,E,F,B,7,C,A,B,C,A,A,B,A,B,B,B,A,A,C,A,A,D,A,A,B
11,M,1,1,1,1,9,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,589.5,594.1,596.3,690.3,0,1.0,120.0,120.0,120.0,120.0,100.0,580.0,E,D,C,A,5,D,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,D,A,B,A
9,F,1,3,1,1,5,1,,0,,,,,,,,1200708,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,552.1,475.4,570.1,535.4,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0,D,E,B,B,4,D,A,C,C,A,A,C,B,A,A,A,A,A,B,B,A,C,A,B,A
16,F,2,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,C,A,A,2,D,A,C,D,B,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
11,F,1,3,1,1,10,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,C,B,7,F,A,B,C,A,B,B,A,B,B,A,A,A,B,A,A,D,A,B,B
11,F,2,3,1,1,9,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,2,E,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,C,A,B,B
13,M,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,C,B,B,2,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B
8,F,1,3,1,1,6,1,,0,,,,,,,,1200013,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,488.8,592.3,529.0,616.5,1,1.0,120.0,140.0,120.0,140.0,140.0,660.0,E,E,C,B,3,C,A,B,D,A,B,B,B,B,A,A,A,A,B,A,A,D,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,,1200104,12,AC,1,1,1,1,1225.0,1195.0,1205.0,1215.0,636.6,605.7,627.7,774.1,1,1.0,120.0,120.0,140.0,140.0,120.0,640.0,E,F,D,D,2,E,A,B,C,A,A,A,A,B,B,A,A,A,B,A,B,C,A,C,B
6,F,1,3,1,1,4,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,424.7,554.4,562.4,551.1,1,1.0,140.0,120.0,120.0,120.0,160.0,660.0,E,C,B,B,3,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
2,M,1,2,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,H,C,B,2,A,A,B,C,A,A,B,B,A,A,B,A,A,B,A,A,C,A,A,B
3,M,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,436.7,526.0,481.7,497.2,1,1.0,100.0,140.0,120.0,100.0,60.0,520.0,C,C,B,B,6,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
14,M,2,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,B,A,B,5,B,A,B,A,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,E,D,D,3,C,A,B,C,A,C,B,A,B,B,B,A,A,B,A,A,D,A,A,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200302,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,B,F,F,3,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
4,M,1,3,1,1,1,1,,0,,,,,,,,1200393,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,F,C,D,4,B,A,C,D,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
2,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,517.2,560.6,510.0,649.9,0,1.0,140.0,180.0,180.0,160.0,180.0,840.0,E,E,C,B,3,D,A,C,C,B,A,B,B,B,A,B,A,A,C,A,A,D,A,A,B
4,M,1,3,2,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,481.1,480.2,514.5,472.8,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,E,E,B,B,5,D,A,C,D,A,B,B,A,B,A,A,A,A,B,A,B,E,A,A,B
11,M,2,3,1,1,6,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,C,E,C,B,3,F,A,B,C,B,A,B,B,A,B,A,A,A,A,A,A,C,A,A,B
11,M,1,2,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,533.7,463.8,516.8,476.0,1,1.0,80.0,120.0,100.0,120.0,100.0,520.0,H,E,A,A,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
7,F,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,493.1,579.3,563.1,629.5,0,1.0,120.0,120.0,120.0,120.0,120.0,600.0,E,G,C,D,3,G,A,C,C,A,B,B,A,A,A,A,A,A,B,A,A,D,A,D,B
9,F,1,3,2,1,7,1,,0,,,,,,,,1200609,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,388.0,423.0,430.4,334.3,1,1.0,80.0,120.0,60.0,80.0,60.0,400.0,B,B,A,A,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
11,F,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,3,D,A,B,C,A,C,B,B,A,A,B,A,A,B,A,A,C,A,A,B
3,F,1,2,1,2,0,2,1.0,0,1200203.0,Cruzeiro do Sul,12.0,AC,2.0,2.0,1.0,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,479.8,490.6,507.1,536.7,1,1.0,120.0,40.0,40.0,120.0,40.0,360.0,B,D,A,A,5,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
4,F,1,3,1,1,1,1,,0,,,,,,,,1200450,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,430.4,400.8,423.8,427.1,1,1.0,120.0,100.0,80.0,120.0,0.0,420.0,H,D,F,F,4,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
11,F,2,3,1,1,12,1,,0,,,,,,,,1200807,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,A,B,3,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
6,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,0.0,552.2,505.7,0.0,1,1.0,100.0,120.0,100.0,80.0,120.0,520.0,F,E,E,B,2,B,A,B,A,A,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B
6,M,1,3,1,1,4,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,490.7,555.4,548.0,559.3,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0,B,H,B,B,1,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
3,M,1,1,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,A,B,F,2,B,A,B,C,B,B,B,A,B,B,A,A,A,B,A,A,C,A,A,B
5,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,E,C,B,3,C,A,B,C,A,B,B,A,B,B,A,A,A,B,A,A,D,A,A,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,C,B,B,10,B,B,B,D,A,B,B,A,B,B,A,A,A,B,A,A,B,A,A,B
7,M,1,4,1,1,3,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,D,B,B,5,C,A,C,D,A,B,B,A,B,B,B,A,A,B,A,A,E,A,A,B
6,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,D,F,A,5,C,A,C,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
3,M,1,2,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,341.8,334.6,346.8,465.4,1,1.0,80.0,120.0,80.0,120.0,60.0,460.0,E,D,B,B,6,F,A,C,E,B,B,B,B,B,B,A,A,A,C,A,B,E,A,A,B
12,F,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,474.8,544.3,544.0,439.2,1,1.0,120.0,160.0,100.0,100.0,80.0,560.0,B,B,A,A,3,A,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,B,A,B
6,F,1,0,1,1,3,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,D,B,B,7,B,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,E,A,A,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,458.5,570.3,547.0,415.5,0,1.0,120.0,160.0,120.0,160.0,160.0,720.0,E,E,C,A,8,D,A,C,D,A,A,B,B,B,B,A,A,B,C,A,A,E,A,B,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200336,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,462.4,497.7,502.2,624.1,1,1.0,120.0,140.0,120.0,120.0,140.0,640.0,F,F,D,D,4,E,A,B,D,A,B,B,B,A,B,A,A,A,B,A,A,E,A,A,B
3,F,1,0,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,F,F,4,A,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
13,M,3,3,1,1,13,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,523.6,351.5,476.7,400.3,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0,B,E,C,B,3,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
7,M,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,D,A,B,2,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
3,M,1,2,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,428.1,434.6,395.9,494.7,1,1.0,80.0,80.0,100.0,80.0,0.0,340.0,B,B,C,B,4,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,A,A,A,B
11,F,1,3,1,1,11,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,C,B,B,3,B,A,B,D,A,A,B,A,B,B,A,A,A,B,B,A,C,A,A,B
4,F,1,2,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,525.8,634.2,588.2,651.4,0,1.0,160.0,200.0,200.0,200.0,200.0,960.0,G,G,E,D,4,G,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,E,A,A,B
4,F,1,2,1,1,2,1,,0,,,,,,,,1200609,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,441.6,550.1,485.6,395.4,1,1.0,120.0,120.0,120.0,100.0,100.0,560.0,B,B,A,A,7,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
11,M,1,3,1,1,11,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,485.8,538.3,510.2,408.3,1,1.0,100.0,120.0,80.0,80.0,40.0,420.0,F,E,C,B,1,C,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,B,B
4,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,D,E,C,B,6,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,657.9,691.9,621.8,670.7,0,1.0,160.0,200.0,180.0,180.0,180.0,900.0,G,F,E,E,5,O,D,E,E,C,A,C,A,B,B,B,A,A,E,A,B,E,A,D,B
4,F,0,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,D,A,B,6,B,A,B,B,A,A,B,A,A,B,B,A,A,B,A,A,C,A,A,B
5,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,534.3,594.0,555.1,461.4,0,1.0,100.0,120.0,100.0,120.0,160.0,600.0,D,C,C,F,4,D,A,B,D,A,C,B,B,A,B,B,A,A,D,A,A,E,A,B,B
2,M,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,604.2,580.0,573.4,701.4,1,1.0,140.0,200.0,180.0,200.0,160.0,880.0,G,G,B,D,4,G,A,B,C,A,B,B,A,B,B,B,A,B,B,A,A,D,A,A,B
2,F,1,0,1,2,0,2,1.0,0,,,,,,,,1200104,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,571.7,582.1,580.3,633.7,1,1.0,120.0,200.0,140.0,160.0,140.0,760.0,E,E,B,F,5,H,A,D,D,B,B,C,B,B,B,B,A,A,B,A,A,E,A,B,B
12,M,0,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,H,E,A,D,5,B,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,B,A,A,A
1,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,1,1,0,,1194.0,1203.0,,,480.1,519.0,,0,1.0,120.0,140.0,120.0,120.0,100.0,600.0,H,E,F,B,3,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
2,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,478.6,538.2,477.3,513.6,0,1.0,140.0,200.0,180.0,140.0,200.0,860.0,B,C,B,F,7,C,A,C,C,A,B,B,A,B,A,A,A,A,B,A,B,C,A,A,B
5,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,452.9,304.2,355.2,400.0,1,1.0,120.0,40.0,40.0,120.0,40.0,360.0,H,E,F,B,3,C,A,C,D,A,B,B,B,B,B,A,A,A,C,A,A,D,A,A,B
2,M,1,3,1,3,0,1,,1,,,,,,,,1200252,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,597.0,571.1,581.0,483.9,1,1.0,120.0,140.0,140.0,120.0,140.0,660.0,E,E,D,B,4,D,A,B,C,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200302,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,H,F,F,4,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,A
9,F,1,2,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,G,F,D,4,A,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,B
6,M,1,0,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,H,A,A,2,C,A,B,D,A,B,B,B,B,B,A,A,A,B,A,B,C,A,A,B
7,M,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,B,C,B,3,C,A,B,C,A,A,B,A,B,B,A,A,A,C,A,A,D,A,A,B
4,F,1,0,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,F,A,D,4,C,A,B,C,A,B,B,A,B,A,B,B,A,B,A,A,D,A,B,B
3,M,1,4,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,H,C,B,4,C,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,A
5,M,0,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,D,F,B,2,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B
