TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
9,F,1,3,1,1,7,1,,0,,,,,,,,1200336,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,A,B,B,4,C,A,B,D,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,B
8,F,1,3,1,1,6,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,441.5,552.3,549.2,637.3,0,1.0,140.0,200.0,140.0,140.0,100.0,720.0,B,B,A,A,2,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
4,F,1,2,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,494.8,566.6,577.1,428.2,1,1.0,120.0,180.0,140.0,140.0,160.0,740.0,C,E,B,F,1,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
4,M,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,617.4,633.8,584.0,630.8,0,1.0,160.0,200.0,180.0,200.0,200.0,940.0,F,G,E,D,3,O,A,D,D,C,A,B,A,B,A,A,A,A,B,A,A,A,A,B,B
6,F,1,3,1,1,4,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,D,C,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,A,B,B
12,M,2,3,1,2,0,2,1.0,0,1200138.0,Bujari,12.0,AC,2.0,2.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,E,F,A,5,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
15,F,2,3,1,1,0,1,,0,,,,,,,,1200500,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,B,B,3,B,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,B
1,F,1,1,1,3,0,1,,1,,,,,,,,1200609,12,AC,0,1,1,0,,1194.0,1203.0,,,411.7,478.9,,1,1.0,140.0,120.0,120.0,140.0,0.0,520.0,B,A,A,A,6,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
6,M,1,3,1,1,4,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,C,B,6,D,A,B,E,A,A,B,B,A,B,A,A,A,A,A,A,E,A,B,B
2,F,1,1,1,2,0,2,1.0,0,1200385.0,Plácido de Castro,12.0,AC,2.0,1.0,1.0,1200385,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,504.7,493.2,559.7,453.9,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0,F,G,D,D,3,E,A,C,D,B,B,B,B,B,A,A,A,A,B,B,A,D,A,B,B
11,M,1,3,1,2,0,2,,0,1200302.0,Feijó,12.0,AC,2.0,1.0,1.0,1200302,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,B,3,B,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A
11,F,1,3,1,1,7,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,F,F,2,A,A,A,B,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,A
1,F,0,4,1,3,0,1,,1,,,,,,,,1200013,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
11,F,1,2,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,D,A,A,3,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,512.9,534.2,525.7,502.1,1,1.0,140.0,120.0,140.0,140.0,100.0,640.0,B,F,C,D,4,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
2,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,434.2,385.0,404.8,442.3,1,1.0,100.0,120.0,80.0,120.0,80.0,500.0,B,E,B,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
3,M,1,0,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,1,1,0,,1192.0,1202.0,,,581.4,531.3,,1,1.0,100.0,120.0,80.0,100.0,80.0,480.0,D,E,D,B,2,C,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
8,F,1,3,1,1,0,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,485.9,393.1,454.8,397.1,1,1.0,120.0,40.0,40.0,120.0,40.0,360.0,A,A,A,A,2,B,A,B,C,A,A,B,B,B,B,A,A,A,A,A,A,C,A,B,B
7,F,1,3,1,1,5,1,,0,,,,,,,,1200336,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,503.4,440.3,509.5,465.9,1,1.0,140.0,120.0,100.0,120.0,120.0,600.0,D,F,D,A,7,C,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A
2,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,588.7,743.0,682.9,742.5,0,1.0,180.0,200.0,200.0,200.0,180.0,960.0,G,G,E,D,5,Q,B,C,C,B,A,C,C,B,A,B,A,A,C,A,B,D,A,C,B
4,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,C,B,B,6,E,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
9,F,1,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1194.0,1203.0,,,485.8,505.2,,1,1.0,120.0,120.0,80.0,120.0,120.0,560.0,B,E,A,B,6,C,A,C,D,B,B,B,A,A,A,A,A,A,C,A,A,A,A,B,B
2,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,532.4,589.8,518.5,591.0,1,1.0,100.0,120.0,120.0,120.0,120.0,580.0,C,F,A,D,4,E,A,B,C,B,B,B,A,A,B,A,A,A,B,A,A,C,A,A,B
2,M,1,3,1,3,0,1,,1,,,,,,,,1200500,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,458.4,416.7,585.0,469.5,1,1.0,140.0,200.0,140.0,160.0,180.0,820.0,E,E,D,D,3,D,B,D,D,C,B,B,A,B,A,B,A,B,D,A,B,D,A,A,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,D,C,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,A,B,B
5,M,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,562.9,619.2,578.5,530.7,0,1.0,120.0,160.0,120.0,120.0,80.0,600.0,E,E,C,B,5,D,A,B,D,A,B,B,A,B,A,A,A,A,C,B,A,D,A,B,B
5,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,E,D,E,1,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B
7,M,1,3,1,1,4,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,F,B,B,2,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200609,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,410.7,480.2,413.5,333.7,1,1.0,100.0,100.0,120.0,140.0,20.0,480.0,A,B,C,B,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,537.2,526.5,535.3,548.3,1,1.0,120.0,120.0,100.0,140.0,160.0,640.0,E,E,C,F,4,G,A,B,D,B,B,B,B,B,B,B,A,A,B,A,A,D,A,A,B
13,F,3,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1229.0,1199.0,1209.0,1219.0,473.5,569.7,578.7,536.0,1,1.0,180.0,140.0,140.0,140.0,100.0,700.0,B,E,A,D,3,C,A,C,D,B,B,B,A,B,B,B,A,A,C,A,A,D,A,B,B
11,F,1,2,1,2,0,2,,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,B,A,A,2,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,A,B
2,F,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,461.5,378.9,386.5,357.4,1,1.0,80.0,160.0,120.0,120.0,80.0,560.0,C,D,C,B,3,B,A,B,A,B,A,B,A,B,B,A,A,A,B,A,B,B,A,A,B
13,F,2,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,G,B,B,3,I,A,C,C,B,A,C,B,B,B,B,A,B,D,A,B,C,B,B,B
8,M,1,3,1,1,6,1,,0,,,,,,,,1200609,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,B,C,B,7,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A
8,F,1,2,1,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,604.3,649.4,602.3,455.6,0,1.0,140.0,180.0,160.0,140.0,120.0,740.0,E,E,D,D,4,D,A,B,D,A,A,B,A,A,A,B,A,A,B,A,A,D,B,B,B
2,M,1,2,1,2,0,2,1.0,0,1200385.0,Plácido de Castro,12.0,AC,2.0,2.0,1.0,1200013,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,518.0,483.7,502.1,635.0,1,1.0,120.0,120.0,100.0,120.0,100.0,560.0,E,F,C,D,5,H,A,B,C,A,B,B,A,B,B,A,A,B,A,A,A,E,A,C,B
4,F,1,1,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,446.4,446.6,475.5,336.6,1,1.0,120.0,100.0,100.0,140.0,100.0,560.0,A,B,A,A,4,B,A,A,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
1,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,482.1,537.7,524.3,422.1,1,1.0,120.0,120.0,120.0,100.0,80.0,540.0,C,C,F,B,3,B,D,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
7,F,1,3,1,1,5,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,379.3,410.0,521.4,413.1,1,1.0,140.0,120.0,140.0,120.0,0.0,520.0,E,E,B,F,4,B,A,B,D,B,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
3,F,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,H,F,B,6,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,D,A,A,B
4,M,1,3,1,1,2,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,E,C,B,4,B,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,C,A,B,B
11,F,1,3,1,1,0,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,A,A,4,B,A,A,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
6,F,1,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,B,B,2,B,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A
2,F,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,4.0,1.0,1.0,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,649.1,627.5,541.1,663.6,0,1.0,160.0,180.0,160.0,180.0,180.0,860.0,B,D,D,F,3,G,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,D,A,A,B
3,M,1,3,1,2,0,2,1.0,0,1200203.0,Cruzeiro do Sul,12.0,AC,2.0,2.0,1.0,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,375.0,530.8,592.4,580.0,1,1.0,120.0,120.0,120.0,120.0,160.0,640.0,E,E,C,D,4,D,A,C,D,A,B,B,B,B,B,A,A,A,B,A,A,E,A,B,B
5,M,1,0,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,511.7,568.0,566.3,503.0,0,1.0,120.0,120.0,100.0,120.0,100.0,560.0,H,E,F,F,5,E,A,E,E,C,A,B,A,B,B,B,A,A,D,A,B,E,A,B,B
7,M,1,1,1,1,3,1,,0,,,,,,,,1200450,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,454.1,562.5,465.6,390.3,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0,C,C,A,A,3,A,A,B,C,A,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A
2,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,482.6,486.0,542.9,411.5,1,1.0,80.0,120.0,80.0,80.0,100.0,460.0,A,F,A,B,6,B,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B
11,M,0,3,1,1,8,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,2,C,A,B,B,A,B,B,A,B,A,A,B,A,B,A,A,A,A,B,B
4,F,1,3,1,2,0,2,,0,1200302.0,Feijó,12.0,AC,2.0,1.0,1.0,1200302,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,424.7,0.0,462.0,328.6,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,B,B,A,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
10,F,1,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,446.2,430.6,437.6,383.1,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,A,B,A,B,6,B,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B
9,F,0,3,2,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,421.7,328.4,520.4,436.8,1,1.0,120.0,200.0,120.0,120.0,140.0,700.0,A,A,A,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,M,1,1,1,2,0,3,1.0,0,1200401.0,Rio Branco,12.0,AC,4.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,467.1,521.6,507.2,456.0,0,1.0,120.0,100.0,100.0,100.0,40.0,460.0,E,D,D,D,5,E,B,D,D,B,A,B,A,B,B,B,A,A,C,A,A,E,A,B,B
8,F,1,3,1,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,466.6,500.0,554.5,474.7,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,B,D,B,F,2,B,A,B,C,A,A,B,A,A,B,A,A,A,B,A,A,C,A,A,B
14,F,3,3,1,1,17,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,416.4,317.4,319.5,367.7,1,1.0,80.0,120.0,80.0,120.0,80.0,480.0,B,A,A,A,4,B,A,B,D,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,A
8,F,1,3,2,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,405.6,368.9,382.5,412.9,1,1.0,120.0,40.0,40.0,80.0,20.0,300.0,E,G,B,B,4,B,A,C,C,A,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
2,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,415.9,545.3,552.7,434.6,1,1.0,140.0,180.0,160.0,120.0,140.0,740.0,E,F,D,F,4,G,A,C,C,B,A,B,B,B,B,B,A,B,C,A,B,D,A,C,B
12,M,0,1,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,641.5,672.4,609.4,565.9,0,1.0,140.0,140.0,120.0,120.0,140.0,660.0,E,E,C,B,2,I,A,B,B,A,A,B,B,A,A,A,A,B,B,A,B,C,A,C,B
13,M,2,2,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,505.5,580.3,508.2,629.4,1,1.0,100.0,120.0,100.0,80.0,120.0,520.0,E,E,F,D,4,J,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,D,A,B,B
12,F,1,3,1,1,16,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,C,B,3,F,A,B,C,C,A,B,A,A,B,B,A,A,B,A,A,D,A,B,B
2,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,462.2,539.1,470.0,401.5,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,A,A,B,B,5,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
1,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,E,B,B,6,C,A,A,D,A,A,B,A,A,A,A,A,A,A,A,A,D,A,A,B
5,M,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,632.4,557.0,506.6,671.3,0,1.0,160.0,160.0,160.0,180.0,160.0,820.0,G,E,D,F,5,F,B,D,D,D,A,B,B,B,B,B,A,B,D,A,A,E,A,C,B
3,M,0,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,382.4,422.3,495.4,365.2,0,1.0,120.0,120.0,120.0,140.0,100.0,600.0,E,G,D,D,4,H,A,B,C,B,B,B,A,A,A,B,A,A,C,A,A,E,A,B,B
2,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,501.8,502.3,,1,1.0,120.0,160.0,120.0,140.0,140.0,680.0,A,E,A,B,2,B,A,B,A,A,B,B,A,B,B,B,A,A,B,A,A,C,A,A,B
4,F,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,561.5,658.5,640.6,666.8,0,1.0,180.0,200.0,200.0,160.0,200.0,940.0,F,F,D,E,2,D,A,B,C,B,A,B,B,A,A,A,A,A,B,A,A,C,A,B,B
2,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,467.1,502.3,550.3,543.4,0,1.0,120.0,120.0,100.0,140.0,40.0,520.0,E,E,D,D,4,C,A,B,D,B,B,B,A,B,B,A,A,A,B,A,A,B,B,A,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,387.3,546.6,480.8,345.5,0,1.0,80.0,40.0,40.0,100.0,20.0,280.0,F,F,D,D,3,D,A,B,C,B,B,B,A,A,A,B,A,A,B,A,A,D,B,B,B
5,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,359.5,415.6,431.5,399.8,0,1.0,100.0,100.0,120.0,140.0,60.0,520.0,E,F,A,D,3,C,A,C,C,A,A,B,A,A,B,A,A,A,C,A,A,D,A,B,B
13,M,2,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,E,E,D,B,4,O,B,C,C,B,A,B,A,B,A,B,A,A,B,A,B,C,B,C,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,487.4,527.3,504.3,632.9,0,1.0,100.0,100.0,80.0,40.0,80.0,400.0,E,G,D,D,3,F,A,C,D,B,A,B,A,A,A,B,A,A,C,A,A,D,A,B,B
4,F,0,3,1,2,0,2,1.0,0,,,,,,,,1200013,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,366.0,396.3,449.7,339.1,1,1.0,80.0,120.0,80.0,80.0,0.0,360.0,A,B,F,F,6,A,A,C,D,B,B,C,A,B,B,B,A,A,C,A,A,E,A,A,B
3,F,1,3,1,2,0,2,1.0,0,1200203.0,Cruzeiro do Sul,12.0,AC,2.0,2.0,1.0,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,461.6,542.7,554.8,541.1,1,1.0,120.0,200.0,140.0,140.0,200.0,800.0,C,G,C,D,4,E,A,C,D,A,C,B,A,B,A,A,A,A,C,A,A,E,A,C,B
5,M,3,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,588.3,613.9,575.8,720.1,0,1.0,160.0,200.0,180.0,200.0,180.0,920.0,E,E,D,D,4,I,A,C,C,B,A,B,A,B,A,B,A,A,D,A,A,D,A,B,B
11,M,1,1,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,A,A,1,C,A,B,A,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,B
8,M,1,3,1,1,6,1,,0,,,,,,,,1200302,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,558.5,584.5,574.8,682.4,1,1.0,120.0,160.0,120.0,120.0,80.0,600.0,E,E,C,C,4,E,A,C,D,B,A,C,C,B,A,A,A,A,C,A,B,E,A,D,B
5,F,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,553.6,546.3,543.3,497.7,1,1.0,140.0,120.0,120.0,120.0,120.0,620.0,E,E,E,B,1,G,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,B,A,B,B
12,F,2,4,1,2,0,2,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,H,B,A,B,5,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,B,D,A,A,B
5,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,448.1,437.1,442.0,454.1,1,1.0,100.0,140.0,120.0,100.0,80.0,540.0,B,E,B,B,4,C,A,B,C,A,B,B,A,A,B,A,A,A,B,A,A,C,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,646.5,596.1,654.2,548.0,1,1.0,180.0,200.0,200.0,200.0,200.0,980.0,A,F,D,B,5,D,A,B,D,B,B,B,A,B,B,A,A,A,B,A,A,D,A,B,B
7,F,2,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,445.7,494.0,523.9,397.1,1,1.0,120.0,120.0,120.0,140.0,80.0,580.0,B,D,B,A,2,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
10,F,1,3,1,1,6,1,,0,,,,,,,,1200336,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,380.0,402.5,471.6,428.8,1,1.0,120.0,140.0,160.0,140.0,120.0,680.0,A,B,B,B,5,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
6,F,1,3,1,1,1,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,D,B,A,6,B,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
6,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,D,A,B,3,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
13,F,3,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,541.2,549.1,529.6,545.9,1,1.0,120.0,140.0,120.0,160.0,100.0,640.0,H,C,F,B,3,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,366.4,473.5,488.4,442.5,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,A,A,A,A,5,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
10,M,0,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,431.5,557.5,545.3,423.0,1,1.0,80.0,120.0,100.0,120.0,60.0,480.0,C,H,B,B,2,B,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,1,1,0,,1192.0,1202.0,,,577.5,617.0,,0,1.0,120.0,200.0,140.0,140.0,180.0,780.0,H,G,B,D,4,E,A,B,C,B,B,B,A,A,A,A,A,A,C,A,A,E,A,B,B
4,M,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,581.0,574.5,555.1,721.8,0,1.0,160.0,200.0,140.0,180.0,180.0,860.0,G,E,E,D,6,L,A,C,E,C,A,B,B,B,A,B,A,A,D,A,B,E,A,D,B
